,lengths,POS,frequencies
78,2,2,15.59841414395928
79,2,1,5.89386868318127
80,4,0,5.949991106791818
81,4,2,11.053879764022026
82,4,2,13.927600964387125
83,4,1,7.910311967381982
84,3,2,12.160920019675205
85,3,2,8.735637729156256
86,11,2,17.970317905331605
87,4,2,17.398207839067297
88,3,1,7.549857127685005
89,6,2,11.016004933719062
90,3,0,6.685533231672161
91,2,2,14.35984050415313
92,1,2,11.684536233475544
93,2,2,15.428212141195877
94,1,2,11.999309183701248
95,3,2,3.390288261442669
96,5,2,13.761840907069455
97,2,1,5.89386868318127
98,1,2,11.684536233475544
99,4,2,10.569311735560996
100,3,0,3.390288261442669
101,8,1,16.70310058889089
102,5,2,13.761840907069455
103,4,1,29.58858686384341
104,4,2,15.362351496808712
105,2,2,8.488668662782429
106,1,0,11.684536233475544
107,4,2,7.449062395121635
108,1,2,11.684536233475544
109,4,2,7.449062395121635
110,3,2,3.390288261442669
111,5,1,13.761840907069455
112,4,2,7.1982385174051124
113,3,1,3.390288261442669
114,6,2,11.783891505485604
115,4,0,11.17552699895775
116,2,2,5.027627677610446
117,1,2,12.40061990891424
118,4,0,17.398207839067297
119,2,0,8.488668662782429
120,5,2,21.14898445546205
121,3,0,11.618373534472974
122,3,2,18.11164668363686
123,6,2,11.1294119094036
124,7,2,18.38849869722864
125,4,1,9.366975289887435
126,3,2,3.390288261442669
127,5,0,13.761840907069455
128,2,2,15.59841414395928
129,3,1,8.603901853081089
130,4,2,8.850295111149011
131,3,2,3.390288261442669
132,6,0,10.849863799016678
133,7,2,13.865653272469428
134,1,2,11.684536233475544
135,7,2,10.572000479874745
136,2,2,6.721670329601364
137,3,2,6.423521440471448
138,3,0,3.390288261442669
139,6,2,13.437797374719374
140,7,1,13.865653272469428
141,4,2,17.398207839067297
142,3,1,9.44360558169049
143,5,2,21.14898445546205
144,4,2,8.951035162589404
145,2,0,15.48001295883963
146,8,2,13.923587142087541
147,3,1,10.189958049988547
148,3,2,3.390288261442669
149,6,1,10.849863799016678
150,7,2,13.865653272469428
151,2,2,15.59841414395928
152,6,1,22.331327317730732
153,3,1,8.603901853081089
154,3,2,3.390288261442669
155,6,2,10.849863799016678
156,7,2,13.865653272469428
157,4,0,10.283394366048181
158,2,2,8.488668662782429
159,6,2,14.65586972539395
160,3,2,3.390288261442669
161,7,2,19.556494269230814
162,3,2,3.390288261442669
163,7,0,19.556494269230814
164,4,2,7.449062395121635
165,3,2,3.390288261442669
166,7,2,19.556494269230814
167,6,2,13.155711528099973
168,3,0,11.007920294944467
169,3,2,7.812794558885542
170,3,0,13.90986815570823
171,4,1,7.441086839160201
172,7,2,15.84257962532747
173,4,0,15.362351496808712
174,4,1,17.578138840923607
175,4,2,11.448570003671666
176,2,2,8.870587430321876
177,8,2,11.759803703272942
178,4,2,8.34107987512986
179,4,0,17.398207839067297
180,4,2,15.362351496808712
181,3,1,7.812794558885542
182,1,2,11.684536233475544
183,5,1,10.186721623688694
184,2,2,6.7058010594064745
185,4,0,11.435193057747805
186,2,2,4.664104029508081
187,6,2,12.376128455265668
188,4,2,5.949991106791818
189,4,2,5.949991106791818
190,4,2,12.910455763594774
191,9,2,11.788294150244807
192,4,1,7.910311967381982
193,6,2,19.674554342031243
194,2,2,6.721670329601364
195,9,1,11.788294150244807
196,4,2,7.910311967381982
197,6,2,19.674554342031243
198,3,0,3.390288261442669
199,5,2,10.957286455222054
200,5,2,11.264090525728127
201,2,1,8.488668662782429
202,3,2,7.549857127685005
203,3,2,10.346936844846644
204,2,2,4.664104029508081
205,5,1,13.35344355797547
206,3,2,7.943910661758528
207,5,2,10.07301561098589
208,5,0,11.93043027795105
209,9,2,11.788294150244807
210,2,2,17.289526845735818
211,9,1,16.73283200811886
212,3,2,4.445691459710157
213,3,1,8.603901853081089
214,2,2,8.488668662782429
215,5,2,16.64281625452973
216,7,0,9.779615476728628
217,3,2,3.390288261442669
218,5,0,9.183340809633446
219,4,0,8.72344262463382
220,2,2,8.210674626196004
221,7,2,13.693303763211887
222,3,2,3.390288261442669
223,3,2,7.931406561386513
224,4,2,12.251169933771843
225,5,2,11.264090525728127
226,2,2,6.721670329601364
227,3,0,6.423521440471448
228,4,2,9.310205142462781
229,7,1,18.964958319268952
230,3,2,7.549857127685005
231,4,2,9.938639748821526
232,2,0,8.488668662782429
233,1,0,12.826321952089495
234,3,2,7.549857127685005
235,3,1,10.346936844846644
236,4,2,13.39638619199378
237,1,2,5.052829786634588
238,6,2,13.222345585369377
239,6,1,10.849863799016678
240,7,2,13.865653272469428
241,3,2,7.549857127685005
242,4,2,9.938639748821526
243,3,1,4.445691459710157
244,4,1,5.949991106791818
245,5,2,8.331544927528498
246,2,2,6.7058010594064745
247,5,2,9.983892354818547
248,4,0,17.398207839067297
249,4,2,8.951035162589404
250,4,1,7.910311967381982
251,2,2,8.706985876779923
252,2,2,5.89386868318127
253,3,2,7.549857127685005
254,4,1,9.938639748821526
255,3,2,7.943910661758528
256,5,2,9.586575244724306
257,4,2,9.951034645181
258,6,2,16.6055229812508
259,5,1,13.839958881522259
260,4,1,17.398207839067297
261,3,2,7.549857127685005
262,4,1,9.938639748821526
263,4,2,9.310205142462781
264,4,2,8.63786563255512
265,4,2,7.910311967381982
266,2,2,10.3709427355592
267,3,0,7.812794558885542
268,3,2,7.549857127685005
269,4,2,9.938639748821526
270,5,1,9.586575244724306
271,4,2,17.398207839067297
272,1,2,11.684536233475544
273,4,2,11.692013932227134
274,3,1,8.603901853081089
275,6,2,11.016004933719062
276,4,2,8.676055701489974
277,6,1,11.016004933719062
278,4,2,8.676055701489974
279,6,2,13.373733104448858
280,2,2,8.618972402415945
281,4,1,12.910455763594774
282,2,2,15.59841414395928
283,6,2,11.568162665194063
284,2,2,15.59841414395928
285,3,2,6.313978289584914
286,4,2,11.814532782872886
287,4,1,9.629803124346402
288,1,2,11.684536233475544
289,3,0,6.423521440471448
290,5,2,8.671578998055594
291,5,2,12.42673632306856
292,2,2,15.59841414395928
293,4,2,5.949991106791818
294,5,2,10.154967780103195
295,3,2,8.603901853081089
296,6,2,22.91375807107633
297,5,1,11.199082567370816
298,4,2,17.398207839067297
299,2,0,15.59841414395928
300,3,2,8.603901853081089
301,2,2,7.225707959119611
302,7,2,26.620841062848037
303,4,2,9.294043144410132
304,4,0,17.398207839067297
305,2,0,6.721670329601364
306,3,2,6.423521440471448
307,2,2,7.225707959119611
308,7,2,26.620841062848037
309,4,2,9.629803124346402
310,1,0,11.684536233475544
311,4,2,9.938639748821526
312,1,2,11.684536233475544
313,4,2,9.938639748821526
314,2,1,8.210674626196004
315,3,2,13.593638450411284
316,7,0,9.779615476728628
317,3,2,7.549857127685005
318,4,2,8.996523855979914
319,2,1,17.568213161857567
320,10,2,27.11878356113367
321,2,1,15.59841414395928
322,2,2,5.89386868318127
323,2,1,6.721670329601364
324,1,2,5.052829786634588
325,4,2,9.865022573580033
326,4,1,12.910455763594774
327,4,2,17.398207839067297
328,2,0,6.721670329601364
329,3,2,6.423521440471448
330,3,1,3.390288261442669
331,6,2,10.849863799016678
332,4,2,11.202083030648573
333,3,2,6.423521440471448
334,4,0,9.865022573580033
335,2,2,15.59841414395928
336,3,2,3.390288261442669
337,2,1,8.488668662782429
338,2,2,8.757360499115832
339,1,2,12.826321952089495
340,2,0,8.757360499115832
341,3,1,7.549857127685005
342,2,2,16.25057915558285
343,3,2,7.078214531101248
344,3,2,7.078214531101248
345,7,2,12.760761494749461
346,3,2,6.313978289584914
347,4,0,8.72344262463382
348,4,2,9.294043144410132
349,4,2,17.578138840923607
350,6,2,15.896279758312637
351,8,1,13.923587142087541
352,3,1,3.390288261442669
353,5,1,9.183340809633446
354,4,2,11.202083030648573
355,4,0,12.251169933771843
356,2,2,8.488668662782429
357,3,1,3.390288261442669
358,6,2,10.849863799016678
359,4,1,11.202083030648573
360,2,1,5.89386868318127
361,8,2,15.166638044507163
362,3,2,17.31191512765155
363,5,2,10.154967780103195
364,4,0,17.398207839067297
365,2,2,6.721670329601364
366,3,2,6.423521440471448
367,4,2,9.865022573580033
368,2,0,17.27348288131617
369,2,1,17.27348288131617
370,5,2,38.37322170940093
371,8,2,15.166638044507163
372,5,2,38.37322170940093
373,1,2,5.052829786634588
374,4,2,25.164834918809863
375,5,1,18.056246401109593
376,2,2,17.568213161857567
377,2,2,6.721670329601364
378,3,2,11.218827263663337
379,6,1,11.016004933719062
380,5,2,30.930278213552203
381,5,2,18.056246401109593
382,3,1,3.390288261442669
383,2,2,16.25057915558285
384,2,2,17.568213161857567
385,3,0,6.423521440471448
386,2,1,6.721670329601364
387,3,2,3.390288261442669
388,6,2,20.169219005744623
389,6,1,22.358438409992388
390,2,2,8.618972402415945
391,3,0,6.685533231672161
392,3,1,3.390288261442669
393,6,2,20.169219005744623
394,6,2,22.358438409992388
395,2,2,17.568213161857567
396,1,1,14.062699412411977
397,4,2,17.398207839067297
398,4,2,6.552150801124079
399,3,0,3.390288261442669
400,6,0,20.169219005744623
401,4,2,13.101188217084777
402,4,2,12.910455763594774
403,4,2,25.164834918809863
404,5,0,18.056246401109593
405,2,0,6.721670329601364
406,4,2,5.949991106791818
407,3,0,6.423521440471448
408,7,2,17.63830209507127
409,3,2,4.445691459710157
410,4,2,5.949991106791818
411,3,0,6.423521440471448
412,3,0,23.391520652631957
413,1,0,11.684536233475544
414,4,0,11.692013932227134
415,2,1,6.721670329601364
416,4,2,12.801451304560597
417,5,2,10.154967780103195
418,4,1,9.963006301498769
419,2,2,4.664104029508081
420,3,2,3.390288261442669
421,4,2,10.589017082722435
422,3,1,8.980871958340845
423,7,0,14.461353589282897
424,4,2,25.164834918809863
425,3,1,6.423521440471448
426,2,2,16.25057915558285
427,3,1,23.241123676848908
428,1,2,11.684536233475544
429,3,2,6.423521440471448
430,5,2,8.671578998055594
431,4,2,25.164834918809863
432,4,2,25.164834918809863
433,5,2,18.056246401109593
434,2,0,6.721670329601364
435,3,0,7.931406561386513
436,5,1,11.199082567370816
437,3,2,8.578916703298425
438,3,2,6.423521440471448
439,9,2,15.099796302128595
440,3,1,4.445691459710157
441,4,2,12.771249666191904
442,1,0,13.240011673415252
443,4,0,17.398207839067297
444,2,1,8.488668662782429
445,2,2,8.488668662782429
446,1,2,11.684536233475544
447,4,0,9.988020358920036
448,5,2,31.18339715052091
449,1,1,11.684536233475544
450,4,1,9.988020358920036
451,5,2,31.18339715052091
452,5,1,13.35344355797547
453,2,0,6.721670329601364
454,6,2,11.109565385344181
455,2,2,8.488668662782429
456,3,2,3.390288261442669
457,4,2,11.122599446953318
458,5,2,11.199082567370816
459,4,1,25.164834918809863
460,3,2,6.423521440471448
461,1,2,11.684536233475544
462,5,2,10.576517178919774
463,3,1,8.578916703298425
464,4,2,12.771249666191904
465,6,1,14.84595471456888
466,2,2,7.049690697222918
467,9,2,10.961431188020796
468,2,2,7.589832860325798
469,4,2,11.590936938297169
470,6,2,12.181208195918398
471,5,0,13.47623490781074
472,1,0,11.684536233475544
473,4,1,9.938639748821526
474,3,2,3.390288261442669
475,4,1,11.122599446953318
476,2,2,13.499844156073479
477,3,1,3.390288261442669
478,4,2,11.122599446953318
479,3,2,9.96943478619919
480,4,0,25.164834918809863
481,4,2,8.996523855979914
482,4,1,9.629803124346402
483,3,2,7.549857127685005
484,4,2,9.938639748821526
485,3,2,9.88839333858789
486,3,1,6.423521440471448
487,3,2,3.390288261442669
488,4,2,12.910455763594774
489,3,0,4.445691459710157
490,1,2,11.684536233475544
491,4,2,9.988020358920036
492,6,0,11.41345776016803
493,4,0,9.963006301498769
494,2,1,4.664104029508081
495,3,2,3.390288261442669
496,5,2,12.69567453277875
497,3,1,4.445691459710157
498,1,2,11.684536233475544
499,4,1,8.996523855979914
500,3,2,8.603901853081089
501,3,0,4.445691459710157
502,2,2,8.488668662782429
503,4,2,9.294043144410132
504,3,2,8.578916703298425
505,7,1,13.693303763211887
506,2,2,6.721670329601364
507,3,2,3.390288261442669
508,4,2,11.122599446953318
509,5,0,11.199082567370816
510,2,2,8.488668662782429
511,2,2,16.25057915558285
512,1,1,11.684536233475544
513,1,2,11.684536233475544
514,4,2,10.514258784426351
515,4,2,10.81138308779286
516,3,2,4.445691459710157
517,3,2,8.578916703298425
518,3,1,6.423521440471448
519,4,2,9.988020358920036
520,8,2,13.404483472056274
521,8,2,13.923587142087541
522,2,0,15.59841414395928
523,2,2,6.721670329601364
524,3,2,6.423521440471448
525,2,2,8.488668662782429
526,4,2,11.788193340828151
527,1,1,11.684536233475544
528,4,2,8.996523855979914
529,3,2,9.326600461716438
530,1,2,11.684536233475544
531,4,1,10.77072847198213
532,2,2,6.721670329601364
533,4,1,10.740699837630896
534,4,1,8.63786563255512
535,1,2,11.684536233475544
536,4,2,8.63786563255512
537,1,1,11.684536233475544
538,3,2,7.549857127685005
539,4,2,9.938639748821526
540,4,2,8.63786563255512
541,1,1,11.684536233475544
542,4,1,11.19055936975524
543,3,2,7.549857127685005
544,3,1,4.445691459710157
545,3,2,8.578916703298425
546,4,2,8.996523855979914
547,2,2,8.618972402415945
548,1,2,11.999309183701248
549,1,2,11.684536233475544
550,3,2,4.445691459710157
551,1,2,11.684536233475544
552,4,1,8.996523855979914
553,3,2,7.078214531101248
554,3,2,7.549857127685005
555,4,1,11.814532782872886
556,1,2,11.684536233475544
557,5,2,31.18339715052091
558,4,2,10.77072847198213
559,2,1,6.721670329601364
560,4,2,10.740699837630896
561,2,0,7.589832860325798
562,2,2,7.225707959119611
563,5,2,9.183340809633446
564,3,2,7.549857127685005
565,4,1,9.938639748821526
566,3,1,7.549857127685005
567,6,2,12.42234381751038
568,6,2,22.436882829382448
569,7,2,13.817200799540084
570,5,1,23.872379829844
571,2,2,8.683774925643961
572,4,1,20.44127231885215
573,6,2,22.463680156656796
574,5,2,10.956865201138159
575,2,2,4.664104029508081
576,3,2,10.346936844846644
577,4,2,9.963006301498769
578,5,2,8.671578998055594
579,3,1,7.549857127685005
580,4,2,9.938639748821526
581,3,1,23.241123676848908
582,3,2,23.241123676848908
583,4,1,5.949991106791818
584,3,2,6.423521440471448
585,1,0,5.052829786634588
586,4,2,9.865022573580033
587,3,2,7.931406561386513
588,2,2,8.210674626196004
589,2,1,17.568213161857567
590,1,1,11.684536233475544
591,1,2,11.684536233475544
592,3,1,11.218827263663337
593,7,2,16.126312982538558
594,4,2,7.1982385174051124
595,1,2,5.052829786634588
596,6,1,13.808038901578012
597,5,2,27.601732239900333
598,3,2,6.313978289584914
599,4,2,5.949991106791818
600,4,1,12.910455763594774
601,1,2,5.052829786634588
602,6,2,13.808038901578012
603,6,0,10.44982494798681
604,2,2,8.870587430321876
605,2,2,8.83045598052675
606,3,2,4.445691459710157
607,4,2,11.511525115058983
608,2,1,8.870587430321876
609,3,0,19.57581982109723
610,4,2,8.951035162589404
611,1,2,5.052829786634588
612,10,0,17.54169332984914
613,8,2,14.818879479967679
614,2,2,5.89386868318127
615,4,2,13.927600964387125
616,4,0,17.398207839067297
617,3,2,4.445691459710157
618,4,0,9.294043144410132
619,2,1,7.132547083985106
620,6,2,10.44982494798681
621,2,2,8.870587430321876
622,2,2,8.83045598052675
623,3,1,3.390288261442669
624,9,2,10.84050314487502
625,4,2,12.441606343415346
626,1,2,5.052829786634588
627,7,2,10.27207236265115
628,5,0,25.671915247442303
629,3,0,15.122842612707126
630,3,1,4.445691459710157
631,2,2,17.568213161857567
632,1,2,11.684536233475544
633,2,2,15.59841414395928
634,3,2,9.638413960665186
635,2,2,8.706985876779923
636,3,1,7.549857127685005
637,2,2,10.3709427355592
638,4,2,6.552150801124079
639,4,2,7.441086839160201
640,3,1,14.506273732820501
641,2,0,7.049690697222918
642,4,0,10.198259621786399
643,2,2,7.132547083985106
644,4,0,10.77072847198213
645,3,0,7.549857127685005
646,3,2,3.390288261442669
647,7,2,16.126312982538558
648,2,0,8.618972402415945
649,2,2,7.132547083985106
650,4,2,11.511525115058983
651,2,1,8.870587430321876
652,3,2,3.390288261442669
653,7,1,16.126312982538558
654,5,2,27.601732239900333
655,5,2,27.601732239900333
656,1,0,11.684536233475544
657,4,2,10.866688453633833
658,4,1,6.552150801124079
659,1,2,5.052829786634588
660,7,1,12.803695968916918
661,6,2,12.057153373118773
662,2,2,4.042030662314681
663,4,0,13.203013919760876
664,2,2,15.59841414395928
665,2,2,8.488668662782429
666,1,1,11.684536233475544
667,2,2,11.026429880411225
668,2,2,8.488668662782429
669,12,0,15.540974099906803
670,4,0,5.949991106791818
671,4,0,5.949991106791818
672,1,2,11.684536233475544
673,4,1,11.692013932227134
674,2,2,15.48001295883963
675,3,2,6.685533231672161
676,12,0,15.540974099906803
677,2,0,7.225707959119611
678,3,2,7.943910661758528
679,3,2,18.45693401679318
680,1,2,11.684536233475544
681,4,2,17.970726923507517
682,2,2,17.568213161857567
683,3,1,8.603901853081089
684,2,2,8.488668662782429
685,7,2,16.920516949902797
686,4,2,5.949991106791818
687,3,2,7.549857127685005
688,5,2,8.331544927528498
689,4,1,11.663983032833595
690,2,2,8.870587430321876
691,7,1,9.779615476728628
692,1,2,11.684536233475544
693,4,2,9.988020358920036
694,5,2,12.208040652845138
695,3,2,7.549857127685005
696,1,0,5.052829786634588
697,3,2,7.931406561386513
698,4,2,12.280376919209175
699,6,2,11.959479326175803
700,4,2,17.398207839067297
701,2,2,15.59841414395928
702,2,2,8.618972402415945
703,7,2,9.779615476728628
704,1,2,11.684536233475544
705,4,2,11.403740416636342
706,1,2,11.684536233475544
707,7,1,9.779615476728628
708,1,2,11.684536233475544
709,4,2,11.403740416636342
710,3,2,15.777874069614779
711,3,2,6.423521440471448
712,5,1,10.956865201138159
713,2,2,4.664104029508081
714,4,2,11.663983032833595
715,4,2,17.398207839067297
716,2,0,8.488668662782429
717,1,0,11.684536233475544
718,4,2,9.988020358920036
719,5,2,12.208040652845138
720,3,2,7.549857127685005
721,4,2,7.441086839160201
722,5,2,10.957286455222054
723,3,1,7.931406561386513
724,4,2,12.280376919209175
725,6,2,11.959479326175803
726,3,2,4.445691459710157
727,2,1,8.488668662782429
728,6,0,14.65586972539395
729,4,1,10.283394366048181
730,3,1,7.078214531101248
731,3,2,3.390288261442669
732,6,1,10.764927154579253
733,4,2,5.949991106791818
734,1,2,11.684536233475544
735,2,2,8.618972402415945
736,3,2,7.549857127685005
737,4,1,17.970726923507517
738,4,2,11.448570003671666
739,2,2,8.870587430321876
740,2,2,16.25057915558285
741,4,2,9.121851360763964
742,5,0,10.978308129878778
743,2,0,8.618972402415945
744,4,2,9.121851360763964
745,5,2,10.978308129878778
746,2,2,5.89386868318127
747,9,2,12.64499901238842
748,3,1,18.45693401679318
749,3,2,9.326600461716438
750,3,0,7.549857127685005
751,3,2,10.346936844846644
752,3,2,9.186576718911342
753,8,2,13.731659747752214
754,3,2,13.90986815570823
755,2,2,8.210674626196004
756,3,2,11.218827263663337
757,3,1,3.390288261442669
758,8,2,13.731659747752214
759,3,2,3.390288261442669
760,3,2,9.96943478619919
761,6,0,9.672634692331869
762,2,2,8.210674626196004
763,3,2,11.218827263663337
764,3,0,3.390288261442669
765,4,1,13.142634342407439
766,4,2,9.865022573580033
767,2,0,15.59841414395928
768,4,1,9.865022573580033
769,2,2,8.210674626196004
770,3,1,11.218827263663337
771,3,2,3.390288261442669
772,2,0,8.210674626196004
773,3,2,11.218827263663337
774,3,2,3.390288261442669
775,5,1,14.819489541716731
776,2,2,15.59841414395928
777,2,0,15.59841414395928
778,4,2,9.865022573580033
779,2,0,8.488668662782429
780,2,2,8.210674626196004
781,2,2,18.60891054144183
782,2,1,8.488668662782429
783,2,2,8.210674626196004
784,2,0,8.488668662782429
785,2,2,8.210674626196004
786,3,2,10.346936844846644
787,3,2,3.390288261442669
788,8,2,13.731659747752214
789,3,1,4.445691459710157
790,2,2,8.683774925643961
791,2,2,8.683774925643961
792,7,1,15.7250361880235
793,10,2,38.37322170940093
794,6,0,12.057153373118773
795,8,2,12.795943124587764
796,2,2,4.664104029508081
797,2,2,6.7058010594064745
798,4,2,10.283394366048181
799,3,2,7.04984547371817
800,4,1,11.767765448703068
801,2,2,5.89386868318127
802,3,2,3.390288261442669
803,3,2,7.931406561386513
804,3,2,8.385940104034084
805,5,1,12.516589071388477
806,4,2,6.552150801124079
807,2,0,9.759679903640961
808,3,2,3.390288261442669
809,5,2,9.183340809633446
810,3,2,26.535988009061843
811,3,2,4.445691459710157
812,2,0,15.48001295883963
813,5,0,10.956865201138159
814,7,1,9.543057771346088
815,5,2,8.96016760035749
816,8,1,13.731659747752214
817,8,2,12.402882969984786
818,1,2,11.684536233475544
819,2,0,14.480092502788768
820,2,1,8.488668662782429
821,2,2,15.48001295883963
822,2,2,5.027627677610446
823,3,2,3.390288261442669
824,4,1,8.63786563255512
825,3,2,7.549857127685005
826,3,2,10.346936844846644
827,1,2,5.052829786634588
828,7,2,14.95095401997755
829,2,2,7.225707959119611
830,3,2,3.390288261442669
831,4,2,13.089196114161254
832,3,1,10.47061504326136
833,1,1,11.684536233475544
834,3,2,6.423521440471448
835,2,2,5.027627677610446
836,3,0,3.390288261442669
837,4,2,13.089196114161254
838,6,2,11.948550649945934
839,4,1,11.17552699895775
840,3,2,4.445691459710157
841,4,2,7.441086839160201
842,5,1,8.577099593044649
843,3,2,14.506273732820501
844,1,2,14.062699412411977
845,2,2,8.618972402415945
846,3,2,8.578916703298425
847,4,1,9.310205142462781
848,2,2,38.37322170940093
849,8,0,12.402882969984786
850,1,2,11.684536233475544
851,5,2,10.576517178919774
852,2,0,7.132547083985106
853,5,2,10.186721623688694
854,4,2,7.449062395121635
855,6,1,10.44982494798681
856,3,2,7.974089023241638
857,7,2,9.779615476728628
858,5,2,10.154967780103195
859,2,0,38.37322170940093
860,3,0,11.618373534472974
861,2,2,38.37322170940093
862,4,2,9.310205142462781
863,3,2,6.313978289584914
864,3,0,6.313978289584914
865,1,2,5.052829786634588
866,6,2,13.457836654213464
867,2,2,4.042030662314681
868,5,2,12.745537549053031
869,2,2,7.049690697222918
870,9,2,10.961431188020796
871,2,2,38.37322170940093
872,2,2,38.37322170940093
873,2,1,15.59841414395928
874,6,2,11.568162665194063
875,2,2,38.37322170940093
876,2,1,8.488668662782429
877,2,1,7.132547083985106
878,5,2,10.186721623688694
879,3,2,9.44360558169049
880,3,2,7.974089023241638
881,2,2,38.37322170940093
882,1,2,11.684536233475544
883,3,2,7.470379490182836
884,2,2,8.618972402415945
885,4,2,16.328036645009746
886,2,2,38.37322170940093
887,2,2,8.706985876779923
888,3,0,7.549857127685005
889,3,2,9.44360558169049
890,3,0,7.974089023241638
891,2,2,38.37322170940093
892,2,0,38.37322170940093
893,4,2,8.951035162589404
894,4,2,17.398207839067297
895,3,2,19.43062988944508
896,4,2,11.054923994042808
897,3,2,7.974089023241638
898,1,2,5.052829786634588
899,6,2,13.457836654213464
900,2,2,4.042030662314681
901,5,1,11.128289239589938
902,2,2,38.37322170940093
903,2,2,38.37322170940093
904,4,2,14.096110146400346
905,2,1,38.37322170940093
906,4,2,17.398207839067297
907,3,0,7.812794558885542
908,1,2,11.684536233475544
909,3,1,7.470379490182836
910,2,2,8.618972402415945
911,4,1,11.775835912097678
912,3,2,8.578916703298425
913,3,2,6.423521440471448
914,8,2,13.189041216049286
915,2,2,4.664104029508081
916,2,2,10.3709427355592
917,4,2,10.81138308779286
918,2,1,38.37322170940093
919,2,1,38.37322170940093
920,4,2,9.629803124346402
921,3,2,6.685533231672161
922,3,0,6.313978289584914
923,4,2,9.865022573580033
924,4,0,9.988020358920036
925,3,2,6.313978289584914
926,1,2,5.052829786634588
927,6,2,10.024544433388602
928,3,2,12.919712554926576
929,2,2,38.37322170940093
930,5,2,10.154967780103195
931,4,2,17.398207839067297
932,2,1,38.37322170940093
933,2,2,38.37322170940093
934,5,0,11.672320133025606
935,4,2,9.310205142462781
936,4,1,21.873344687142627
937,8,1,15.688386213399205
938,7,2,12.324432702462024
939,4,1,10.283394366048181
940,7,2,18.518421793947223
941,2,2,38.37322170940093
942,5,2,9.59776372795495
943,2,2,5.89386868318127
944,3,2,8.578916703298425
945,2,2,38.37322170940093
946,2,0,38.37322170940093
947,2,2,15.59841414395928
948,3,2,11.218827263663337
949,2,2,6.721670329601364
950,2,2,38.37322170940093
951,4,0,17.398207839067297
952,2,2,38.37322170940093
953,8,2,12.534834127963064
954,4,2,22.63402124715965
955,2,2,38.37322170940093
956,5,2,21.14898445546205
957,4,1,9.865022573580033
958,2,2,38.37322170940093
959,4,2,22.63402124715965
960,4,1,22.63402124715965
961,2,1,38.37322170940093
962,3,2,7.078214531101248
963,3,2,7.549857127685005
964,2,2,38.37322170940093
965,2,1,11.026429880411225
966,1,2,11.684536233475544
967,5,2,10.252733113339279
968,8,1,12.534834127963064
969,2,2,38.37322170940093
970,3,2,26.535988009061843
971,2,2,38.37322170940093
972,2,2,38.37322170940093
973,4,1,9.310205142462781
974,2,2,6.806784067056864
975,2,2,8.683774925643961
976,3,2,9.852891537104103
977,2,2,38.37322170940093
978,1,2,11.684536233475544
979,1,1,13.240011673415252
980,1,0,11.684536233475544
981,4,0,9.035668323521037
982,4,2,9.310205142462781
983,5,1,12.593800610437029
984,3,2,3.390288261442669
985,10,2,38.37322170940093
986,6,0,10.462796005375349
987,3,0,3.390288261442669
988,5,0,10.154967780103195
989,5,1,21.14898445546205
990,4,2,9.865022573580033
991,2,2,38.37322170940093
992,2,1,38.37322170940093
993,4,2,8.951035162589404
994,5,2,8.768409012874253
995,5,1,9.586575244724306
996,5,2,11.506856618651215
997,6,2,10.764927154579253
