,university,sent_id,original_sentence,zh_translation,eng_translation,cs_word_id,first_cs_word_form,cs_word_annotated,cs_word_annotated_zh,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_translation,preceding_translation,cs_word_frequency,cs_word_frequency_zh,cs_word_length,cs_word_length_zh,cs_word_dep_dist,cs_word_pos_zh,sentence_length,sentence_length_zh,ngram_prob,ngram_prob_zh,dep_prob,dep_prob_zh,ngram_surp,ngram_surp_zh,dep_surp,dep_surp_zh,,,,preceding_translation,first_cs_word_form,,,preceding_word,first_cs_word_translation,preceding_wordfirst_cs_word_translation
10,CMU,4,lease 从 八月 开始 ， 具体 日期 可以 商量 。,租约 从 八月 开始 ， 具体 日期 可以 商量 。,"The lease will start in August, the exact date is negotiable.",1,lease,nsubj,nsubj,租约,商量,</s>,To discuss,</s>,7.630218513876140,10.220485679322000,5,2,0,VV,10,10,-5.4342823,-5.630717,-4.849754,-3.3076859,5.4342823,5.630717,4.849754,3.3076859,,,,</s>,lease,</s> lease,,</s>,租约,</s>租约
11,CMU,5,house 一共 有 两 层 + 地下室 。,房子 一共 有 两 层 + 地下室 。,The house has two floors plus a basement.,1,house,nsubj,nsubj,房子,有,</s>,There are,</s>,12.012245148550000,10.402807236115900,8,2,1,JJ,8,8,-4.800256,-4.787219,-4.2371154,-1.658982,4.800256,4.787219,4.2371154,1.658982,,,,</s>,house,</s> house,,</s>,房子,</s>房子
12,CMU,6,一共 有 两 个 可以 洗澡 的 bathroom 。,一共 有 两 个 可以 洗澡 的 浴室 。,There are two bathrooms with a bath.,8,bathroom,det,obj,浴室,有,的,There are,the,10.066334999494700,8.967722710826590,4,1,1,CD,9,9,-1.4044223,-2.0009315,-5.7049494,-1.2628695,1.4044223,2.0009315,5.7049494,1.2628695,,,,the,bathroom,the bathroom,,的,浴室,的浴室
13,CMU,9,整个 house 家具 齐全 。,整个 房子 家具 齐全 。,The whole house is fully furnished.,2,house,nsubj:pass,nmod,房子,家具,整个,furniture,The whole,8.9212026951917,7.721785707401630,4,2,2,JJ,5,5,-1.4044223,-5.630717,-3.3210077,-6.1155834,1.4044223,5.630717,3.3210077,6.1155834,,,,The whole,house,The whole house,,整个,房子,整个房子
14,CMU,10,后院 ： deck 。,后院 ： 阳台 。,Backyard: balcony.,3,deck,root,compound,阳台,阳台,：,The balcony,:,7.7081800553458500,11.319097967990100,5,2,5,JJ,4,4,-2.291965,-1.7983218,-4.697758,-6.4697857,2.291965,1.7983218,4.697758,6.4697857,,,,:,deck,: deck,,：,阳台,：阳台
15,CMU,13,空调 有 window ac 和 暖气 。,空调 有 窗口 式 冷气机 和 暖气 。,There are window - type air - conditioners and central heating units.,3,window,compound,compound,窗口,ac,有,空调,There are,7.792737443373910,6.786498474836820,4,1,1,JJ,7,8,-1.851445,-2.1462324,-4.1384425,-6.029768,1.851445,2.1462324,4.1384425,6.029768,,,,There are,window,There are window,,有,窗口,有窗口
16,CMU,14,入住 时间 flexible ， 可 长期 入住 。,入住 时间 灵活 ， 可 长期 入住 。,"Flexible check-in time, can be long stay.",3,flexible,amod,advmod,灵活,入住,时间,to stay in,time,8.644949318563540,7.630218513876140,6,2,4,NN,8,8,-3.6234782,-4.1126027,-3.7149053,-2.9495683,3.6234782,4.1126027,3.7149053,2.9495683,,,,time,flexible,time flexible,,时间,灵活,时间灵活
17,CMU,15,感兴趣 的 同学 ， 欢迎 email （ 请 注明 “ 租房 ” ） ， 请 简单 介绍 一下 自己 。,感兴趣 的 同学 ， 欢迎 发送 邮件 （ 请 注明 “ 租房 ” ） ， 请 简单 介绍 一下 自己 。,"If you are interested, please send us an email (please mark ""Rent""). Please introduce yourself briefly.",6,email,obj,advcl,发送,欢迎,欢迎,welcome,welcome,9.815020571213800,9.527338498762020,3,2,1,DT,20,21,-3.1333272,-5.3656597,-4.0025353,-6.0025077,3.1333272,5.3656597,4.0025353,6.0025077,,,,welcome,email,welcome email,,欢迎,发送,欢迎发送
18,CMU,17,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,有 兴趣 者 ， 请 发送 短信 介绍 一下 自己 情况 。,"If you are interested, please send a short message to introduce yourself.",6,email,det,ccomp,发送,发送,请,send,please,8.323365694436080,5.506461088421790,9,1,3,VE,12,12,-2.2007825,-2.9538004,-6.19834,-5.3734765,2.2007825,2.9538004,6.19834,5.3734765,,,,please,email,please email,,请,发送,请发送
19,CMU,18,半山 独 栋 别墅 ， 自 带 车库 和 driveway 。,半山 独 栋 别墅 ， 自 带 车库 和 私人 车道 。,Single family villa with garage and driveway.,10,driveway,conj,amod,私人,。,和,.,and,10.625950787430100,10.220485679322000,3,2,2,NN,11,12,-1.8430461,-3.7482193,-5.528197,-3.6412761,1.8430461,3.7482193,5.528197,3.6412761,,,,and,driveway,and driveway,,和,私人,和私人
20,CMU,19,一 楼 有 half bath 。,一 楼 有 半 浴室 。,There are half bathrooms on the first floor.,4,half,amod,nummod,半,bath,有,浴,There are,7.630218513876140,8.716408282545690,5,1,1,VV,6,6,-1.851445,-5.630717,-3.2796116,-6.147399,1.851445,5.630717,3.2796116,6.147399,,,,There are,half,There are half,,有,半,有半
21,CMU,22,精装 修 家具 全 free 无线 上网 !,精装 修 家具 全 免费 无线 上网 ！,Hardcover repair furniture all free wireless Internet access!,5,free,amod,advmod,免费,上网,全,surf the internet,all,11.319097967990100,12.012245148550000,6,2,1,VV,8,8,-2.4591918,-5.630717,-6.0040536,-6.1578684,2.4591918,5.630717,6.0040536,6.1578684,,,,all,free,all free,,全,免费,全免费
22,CMU,25,对比 其他 地方 ， 可能 和 很多 人 share ， 并且 还 很 贵 ！,对比 其他 地方 ， 可能 和 很多 人 共用 ， 并且 还 很 贵 ！,"Compared to other places, it can be shared with many people, and it's expensive!",9,share,root,advcl,共用,贵,人,your,people,10.220485679322000,12.012245148550000,4,2,2,NN,15,15,-2.4488244,-2.7304764,-5.5177402,-6.5526805,2.4488244,2.7304764,5.5177402,6.5526805,,,,people,share,people share,,人,共用,人共用
23,CMU,26,房东 非常 无敌 nice 还 会 帮忙 丢 垃圾 ！,房东 非常 无敌 好 还会 帮忙 丢 垃圾 ！,The landlord is very invincible and will help to throw away the garbage!,4,nice,root,advmod,好,还,无敌,also,invincible,8.61104776688786,9.709660055555970,8,2,7,NN,10,9,-6.3442974,-5.630717,-4.9894805,-4.415631,6.3442974,5.630717,4.9894805,4.415631,,,,invincible,nice,invincible nice,,无敌,好,无敌好
24,CMU,30,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,户型 ： 一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,"House type: The first floor is a large living room, dining room and kitchen;",7,living,compound,nmod,客厅,room,超大,房间,Very large,9.614349875751650,10.913632859881900,6,2,3,NN,14,12,-3.010745,-5.630717,-3.0263615,-3.3842068,3.010745,5.630717,3.0263615,3.3842068,,,,Very large,living,Very large living,,超大,客厅,超大客厅
25,CMU,31,长 租 all gone ！,长 租 全部 租出 ！,Long lease all let out!,3,all,advmod,advmod,全部,gone,租,走了,rent,10.402807236115900,11.319097967990100,3,1,2,NN,5,5,-4.26563,-2.343508,-2.2005813,-6.1578684,4.26563,2.343508,2.2005813,6.1578684,,,,rent,all,rent all,,租,全部,租全部
26,CMU,35,有 pet 可以 商量 正规 物业 管理 ， pa 法律 规定 租房 合同 ， 保护 双方 权益 ， 安心 入住 。,有 宠物 可以 商量 正规 物业 管理 ， 宾 州 法律 规定 租房 合同 ， 保护 双方 权益 ， 安心 入住 。,"A pet can discuss formal property management, Pennsylvania law stipulates the rental contract, protect the rights and interests of both sides, at ease to stay.",2,pet,nsubj,nsubj,宠物,商量,有,To discuss,There are,9.614349875751650,12.012245148550000,2,2,2,VV,21,22,-1.851445,-2.1462324,-4.849754,-3.3076859,1.851445,2.1462324,4.849754,3.3076859,,,,There are,pet,There are pet,,有,宠物,有宠物
27,CMU,36,欢迎 email 联系 咨询 。,欢迎 发 邮件 联系 咨询 。,Welcome to email contact consultation.,2,email,xcomp,nmod,发,欢迎,欢迎,welcome,welcome,6.694125154705800,7.084991463392810,5,2,1,NN,5,6,-3.1333272,-5.3656597,-3.3375916,-5.5654106,3.1333272,5.3656597,3.3375916,5.5654106,,,,welcome,email,welcome email,,欢迎,发,欢迎发
28,CMU,45,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以 。,所有 想 寄 想 退还 的 东西 ， 直接 放在 公寓 一 楼 就 可以 。,"If you want to send or return anything, just leave it on the first floor of your apartment.",5,return,conj,acl:relcl,退还,想,想,Want to,Want to,9.93280360687018,11.319097967990100,7,2,1,NN,16,16,-3.6854436,-2.9547913,-2.500089,-4.5168223,3.6854436,2.9547913,2.500089,4.5168223,,,,Want to,return,Want to return,,想,退还,想退还
29,CMU,46,免费 送 顶楼 view 和 顶楼 的 阳光 普照 !,免费 送 顶楼 景观 和 顶楼 的 阳光 普照 ！,Free top floor view and top floor sunshine!,4,view,root,nmod,景观,顶楼,顶楼,The top floor,The top floor,7.34880605443795,10.066334999494700,5,2,3,NN,10,10,-1.4044223,-5.630717,-4.697758,-6.1155834,1.4044223,5.630717,4.697758,6.1155834,,,,The top floor,view,The top floor view,,顶楼,景观,顶楼景观
30,CMU,49,bathroom : 二 楼 和 地下室 各 有 一 个 卫生间,浴室 ： 二 楼 和 地下室 各 有 一 个 卫生间,Bathrooms: There are two bathrooms on the second floor and one in the basement,1,bathroom,root,nmod,浴室,有,</s>,There are,</s>,7.792737443373910,12.012245148550000,4,2,1,AD,11,11,-5.0298457,-5.630717,-2.804029,-4.1920004,5.0298457,5.630717,2.804029,4.1920004,,,,</s>,bathroom,</s> bathroom,,</s>,浴室,</s>浴室
31,CMU,53,适合 couple 或 单身 居住 。,适合 情侣 或 单身 居住 。,Suitable for couples or single living.,2,couple,obl,nsubj,情侣,居住,适合,live,Suitable for,9.93280360687018,11.319097967990100,7,2,1,NN,6,6,-5.540118,-5.3656597,-4.548056,-6.1990705,5.540118,5.3656597,4.548056,6.1990705,,,,Suitable for,couple,Suitable for couple,,适合,情侣,适合情侣
32,CMU,56,有 车库 ， off street parking .,有 车库 ， 路 外 停车场 。,"There's a garage, off-road parking.",4,off,compound:prt,nmod,路,parking,，,停车,",",12.012245148550000,5.464026045787640,2,1,3,CD,7,7,-2.918483,-1.6189569,-3.3854651,-6.1155834,2.918483,1.6189569,3.3854651,6.1155834,,,,",",off,", off",,，,路,，路
33,CMU,57,要求 ： no smoking ， no pets ， no parties .,要求 ： 禁止 吸烟 ， 禁止 宠物 入内 ， 禁止 举办 派对 。,"Requirements: No smoking, no pets, no parties.",3,no,nsubj,xcomp,禁止,要求,：,requirements,:,7.7081800553458500,11.319097967990100,5,2,5,JJ,11,13,-2.291965,-1.7983218,-4.346894,-2.978974,2.291965,1.7983218,4.346894,2.978974,,,,:,no,: no,,：,禁止,：禁止
34,CMU,62,house 里面 有 一 个 shared kitchen 和 dining room ， 烤箱 微波炉 洗衣机 都 有 ， 餐具 也 可以 和 家 里 其他 人 share 。,房子 里面 有 一 个 公共 厨房 和 餐厅 ， 烤箱 微波炉 洗衣机 都 有 ， 餐具 也 可以 和 家 里 其他 人 共用 。,"The house has a communal kitchen and dining room, complete with an oven, microwave and washing machine, and utensils that can be shared with the rest of the family.",1,house,nsubj,nsubj,房子,里面,</s>,inside,</s>,10.625950787430100,10.066334999494700,12,2,2,NN,27,26,-4.800256,-4.787219,-4.5632257,-5.6488976,4.800256,4.787219,4.5632257,5.6488976,,,,</s>,house,</s> house,,</s>,房子,</s>房子
35,CMU,64,一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,一 层 有 门卫 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,"The first floor has the doorman to help open the door and send and receive the express, so you don't have to worry about the loss of the express.",4,doorman,obj,obj,门卫,帮忙,有,help,There are,10.066334999494700,9.527338498762020,4,2,0,VV,17,17,-1.851445,-2.1462324,-2.3910885,-5.6785083,1.851445,2.1462324,2.3910885,5.6785083,,,,There are,doorman,There are doorman,,有,门卫,有门卫
36,CMU,67,八月 开始 可 签 一 年 lease 。,八月 开始 可 签 一 年 租约 。,A one-year lease is available from August.,7,lease,det,obj,租约,签,年,sign,years,10.220485679322000,10.625950787430100,5,2,1,JJ,8,8,-4.115872,-2.9488792,-6.253027,-3.0084693,4.115872,2.9488792,6.253027,3.0084693,,,,years,lease,years lease,,年,租约,年租约
37,CMU,68,性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你 。,性格 非常 好好 相处 ， 绝对 不 会 打扰 你 。,"Personality is very good to get along with, will never disturb you.",3,nice,root,amod,好好,好,非常,good,very,6.694125154705800,10.625950787430100,5,2,4,NN,12,11,-3.010745,-4.62111,-2.6128054,-4.5835314,3.010745,4.62111,2.6128054,4.5835314,,,,very,nice,very nice,,非常,好好,非常好好
38,CMU,69,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便 。,［ 治安 ］ 附近 治安 好 ， 公寓 有 门卫 ， 收发 快递 也 方便 。,"Public security: The neighborhood is good, the apartment has a doorman, express delivery is also convenient.",10,doorman,det,nmod,门卫,有,有,There are,There are,6.694125154705800,9.239656426310240,5,1,1,M,16,16,-1.851445,-2.1462324,-5.7049494,-4.1920004,1.851445,2.1462324,5.7049494,4.1920004,,,,There are,doorman,There are doorman,,有,门卫,有门卫
39,CMU,76,an open-air shopping 经历 。,一 次 露天 购物 经历 。,An outdoor shopping experience.,1,an,det,nummod,一,经历,</s>,experience,</s>,10.625950787430100,12.012245148550000,6,2,1,NN,5,6,-3.109845,-2.9538004,-5.875236,-5.4364395,3.109845,2.9538004,5.875236,5.4364395,,,,</s>,an,</s> an,,</s>,一,</s>一
40,CMU,79,（ 对比 其他 地方 ， 可能 和 很多 人 share ， 并且 还 很 贵 ！,（ 对比 其他 地方 ， 可能 和 很多 人 共用 ， 并且 还 很 贵 ！,"(Compared to other places, it can be shared with many people, and it's expensive!",10,share,root,advcl,共用,贵,人,your,people,9.709660055555970,12.012245148550000,7,2,5,VV,16,16,-2.4488244,-2.7304764,-5.5177402,-6.5526805,2.4488244,2.7304764,5.5177402,6.5526805,,,,people,share,people share,,人,共用,人共用
41,CMU,83,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区 。,"The neighborhood is very quiet and safe, close to a wealthy area.",2,neighborhood,nsubj,nsubj,街区,安静,附近,quiet,near,7.630218513876140,9.614349875751650,5,2,1,NN,12,12,-4.239174,-4.787219,-5.2235193,-3.8678622,4.239174,4.787219,5.2235193,3.8678622,,,,near,neighborhood,near neighborhood,,附近,街区,附近街区
42,CMU,84,房子 目前 half furnished ，,房子 目前 装修 了 一半 ，,The house is now half finished.,3,half,advmod,root,装修,装修,目前,decorate,At present,10.625950787430100,10.066334999494700,7,2,1,NN,5,6,-2.415916,-4.9487543,-3.6900704,-5.6427546,2.415916,4.9487543,3.6900704,5.6427546,,,,At present,half,At present half,,目前,装修,目前装修
43,CMU,85,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,房子 目前 几乎 是 完整 装修 ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,"At present, the house is almost completely decorated, including TV, bed, desk, dining room table, chairs, basic complete daily necessities.",5,fully,advmod,advmod,完整,furnished,是,有家具的,is,7.792737443373910,6.786498474836820,4,1,0,VA,25,25,-2.2074938,-2.0287743,-2.9170341,-6.1578684,2.2074938,2.0287743,2.9170341,6.1578684,,,,is,fully,is fully,,是,完整,是完整
44,CMU,87,想 找 1-2 间 带 家具 的 house room 或者 apartment room ，,想 找 1-2 间 带 家具 的 住宅 房间 或者 公寓 房间 ，,"Looking for 1-2 furnished house or apartment rooms,",8,house,obl,nmod,住宅,room,的,房间,the,7.630218513876140,8.716408282545690,5,1,1,VV,13,13,-1.4044223,-2.0009315,-3.8688197,-3.3842068,1.4044223,2.0009315,3.8688197,3.3842068,,,,the,house,the house,,的,住宅,的住宅
45,CMU,89,房间 是 一 栋 house 的 顶层 ， 非常 宽敞 。,房间 是 一 套 房子 的 顶层 ， 非常 宽敞 。,"The room is the top floor of a house, very spacious.",4,house,nmod,clf,套,一,一,one,one,8.004911963317550,11.319097967990100,5,2,1,NN,11,11,-2.5903785,-5.3656597,-1.6181449,-3.8537462,2.5903785,5.3656597,1.6181449,3.8537462,,,,one,house,one house,,一,套,一套
46,CMU,92,budget 灵活 。,资金 灵活 。,Money is flexible.,1,budget,nsubj,nsubj,资金,灵活,</s>,flexible,</s>,11.319097967990100,10.220485679322000,6,2,2,NN,3,3,-5.1767197,-5.630717,-5.3558893,-3.8370905,5.1767197,5.630717,5.3558893,3.8370905,,,,</s>,budget,</s> budget,,</s>,资金,</s>资金
47,CMU,93,客厅 超大 ， walk-in closet 也 很 大 。,客厅 超大 ， 步入 式 衣柜 也 很 大 。,The living room is huge and the walk-in closet is huge.,4,walk-in,compound,compound,步入,。,，,.,",",10.625950787430100,10.625950787430100,5,2,1,JJ,9,10,-2.918483,-1.6189569,-6.633834,-4.129241,2.918483,1.6189569,6.633834,4.129241,,,,",",walk-in,", walk-in",,，,步入,，步入
48,CMU,95,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 邮箱 联系 em@7,"If you are interested, please contact em@7",7,email,NA,nmod,邮箱,联系,通过,contact,through,7.7081800553458500,11.319097967990100,5,2,3,JJ,9,9,-3.939329,-2.960785,-3.6062796,-3.3621848,3.939329,2.960785,3.6062796,3.3621848,,,,through,email,through email,,通过,邮箱,通过邮箱
49,CMU,97,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,租约 办公室 就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,"The leasing office is in the lobby, and the staff is very nice. If you have any problems, you can always contact them to solve them.",1,leasing,compound,nmod,租约,office,</s>,办公室,</s>,8.644949318563540,7.630218513876140,6,2,0,NN,21,21,-6.1544275,-5.630717,-4.4884458,-6.1155834,6.1544275,5.630717,4.4884458,6.1155834,,,,</s>,leasing,</s> leasing,,</s>,租约,</s>租约
50,CMU,98,房东人 很 nice 。,房东人 很 好 。,The landlord was very nice.,3,nice,root,root,好,好,很,good,very,8.041953234997890,9.239656426310240,7,2,2,NN,4,4,-3.010745,-4.20795,-2.6128054,-4.536529,3.010745,4.20795,2.6128054,4.536529,,,,very,nice,very nice,,很,好,很好
51,CMU,99,由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细 。,由 正规 公司 管理 ， 欢迎 发 邮件 联系 咨询 详细 。,"By the regular company management, welcome to email contact consultation details.",7,email,advcl,nmod,发,欢迎,欢迎,welcome,welcome,6.694125154705800,10.913632859881900,5,2,1,JJ,11,12,-3.1333272,-5.3656597,-3.6405764,-5.5654106,3.1333272,5.3656597,3.6405764,5.5654106,,,,welcome,email,welcome email,,欢迎,发,欢迎发
52,CMU,102,卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住 。,卧室 内 家具 齐全 ， 标准 双人床 ， 拎包 入住 。,"Bedrooms are fully furnished, standard double bed, move-in bag.",6,queen,compound,nsubj,标准,size,，,大小,.,6.694125154705800,9.709660055555970,5,2,1,NN,12,11,-2.6782155,-1.6189569,-4.702864,-6.1990705,2.6782155,1.6189569,4.702864,6.1990705,,,,.,queen,. queen,,，,标准,，标准
53,CMU,103,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,"There's indoor and outdoor parking, and there's free parking in the surrounding neighborhood.",2,indoor,amod,nsubj,室内,outdoor,有,户外,There are,6.694125154705800,9.709660055555970,5,2,7,NN,16,16,-1.851445,-2.1462324,-3.2323453,-5.951422,1.851445,2.1462324,3.2323453,5.951422,,,,There are,indoor,There are indoor,,有,室内,有室内
54,CMU,107,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,我 是 刚 毕业 没 多久 的 年轻 工作者 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,I am a young worker who has just graduated. I am quiet and easy to get along with. I will stay at home and love to go out.,8,young,amod,amod,年轻,professional,的,专业,the,10.220485679322000,12.012245148550000,4,2,6,NN,21,21,-1.4044223,-2.0009315,-2.8390574,-2.9869597,1.4044223,2.0009315,2.8390574,2.9869597,,,,the,young,the young,,的,年轻,的年轻
55,CMU,108,整个 公寓 总共 两 人 share ， 两 人 比较 好 协调 。,整个 公寓 总共 两 人 共用 ， 两 人 比较 好 协调 。,"The whole apartment is shared by two people in total, so they are better coordinated.",6,share,aux:pass,advcl,共用,人,人,people,people,10.220485679322000,12.012245148550000,5,2,6,NN,13,13,-2.4488244,-2.7304764,-2.7540672,-3.8305502,2.4488244,2.7304764,2.7540672,3.8305502,,,,people,share,people share,,人,共用,人共用
56,CMU,110,户型 ： 一 楼 是 超大 living room ， dining room ， sun room 及 厨房 。,户型 ： 一 楼 是 超大 客厅 ， 餐厅 ， 阳光 房及 厨房 。,"Type: The first floor is a large living room, dining room, sun room and kitchen.",7,living,compound,nmod,客厅,客厅,超大,The sitting room,Very large,8.323365694436080,7.2500712137522600,9,1,1,VV,17,14,-6.945077,-5.630717,-4.769674,-6.1155834,6.945077,5.630717,4.769674,6.1155834,,,,Very large,living,Very large living,,超大,客厅,超大客厅
57,CMU,117,还有 其他 utility 吗 ？,还有 其他 设施 或 服务 吗 ？,Are there any other facilities or services?,3,utility,nsubj,obj,设施,？,其他,?,other,9.815020571213800,9.067806169383580,5,2,0,VV,5,7,-3.060125,-4.787219,-7.0133834,-4.3964195,3.060125,4.787219,7.0133834,4.3964195,,,,other,utility,other utility,,其他,设施,其他设施
